Date,Device,Resource,Avg_Util_(%),Peak_Hourly_Avg_Util_(%),Peak_Util_(%),Avg_Discards_(%),Max_Hourly_Avg_Discards_(%),Avg_Errors_(%),Max_Hourly_Avg_Errors_(%)
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_E121/1/10_527958592_sgs3esx3012xvp (SYS ID IBM0879),0.02,0.16,0.44,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_E121/1/28_527959744_sgs3esx3007xvp (Sys ID IBM0874),0.02,0.03,0.22,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_E2/3_436740096_amrpstlmo01as11fx113,0.02,0.04,0.19,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_E2/4_436744192_amrpstlmo01as11fx113,0.02,0.04,0.3,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_port-channel103_369098854_to amrpstlmo01as11fx103,0.02,0.03,0.16,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_port-channel107_369098858_to amrpstlmo01as11fx107,0.02,0.46,1.22,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_port-channel109_369098860_to amrpstlmo01as11fx109,0.02,0.46,1.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_port-channel113_369098864_to amrpstlmo01as11fx113,0.02,0.04,0.15,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_port-channel1205_369099956_sas3dba2134xrp (Sys ID 1911371),0.02,0.02,0.06,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS12,AMRPSTLMO01AS12_port-channel1801_369100552_SGS3INF0060XRP (Sys ID IBM0804),0.02,0.12,0.56,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS13-01,AMRPSTLMO01AS13-01_E1/25_436219904_AS13-01fx111,0.02,0.3,1.68,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS13-01,AMRPSTLMO01AS13-01_E1/28_436221440_AS13-01fx113,0.02,0.35,2.35,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E1/5_436209664_AS13-01fx102,0.02,0.21,1.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_E114/1/25_527500800_SGS3INF0060XRP (Sys ID IBM0804),0.02,0.36,2.51,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_port-channel108_369098859_AS13-01fx108,0.02,0.44,1.64,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_port-channel1425_369100176_SGS3INF0060XRP (Sys ID IBM0804),0.02,0.36,2.54,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii1/1/10_1241513993,0.02,0.05,0.16,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii1/1/13_1241513996,0.02,0.06,0.24,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii2/1/6_1242038277,0.02,0.09,0.39,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii22/1/15_1252524046,0.02,0.15,1.07,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii22/1/27_1252524058,0.02,0.04,0.33,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii24/1/15_1253572622,0.02,0.22,0.91,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii26/1/27_1254621210,0.02,0.04,0.14,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii26/1/31_1254621214,0.02,0.15,0.32,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii4/1/10_1243086857,0.02,0.06,0.39,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii4/1/15_1243086862,0.02,0.04,0.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS01-01,AMRPSTLMO01CS01-01_ii4/1/9_1243086856,0.02,0.04,0.33,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii1/1/1_1241513984,0.02,0.05,0.11,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii1/1/13_1241513996,0.02,0.03,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii1/1/16_1241513999,0.02,0.07,0.15,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii1/1/2_1241513985,0.02,0.04,0.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii1/1/9_1241513992,0.02,0.06,0.11,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii22/1/11_1252524042,0.02,0.07,0.17,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii22/1/19_1252524050,0.02,0.05,0.14,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii22/1/27_1252524058,0.02,0.03,0.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii22/1/31_1252524062,0.02,0.04,0.24,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii24/1/23_1253572630,0.02,0.05,0.26,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii24/1/27_1253572634,0.02,0.05,0.32,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii24/1/31_1253572638,0.02,0.08,0.43,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii24/1/9_1253572616,0.02,0.13,0.34,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii26/1/15_1254621198,0.02,0.06,0.38,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii26/1/19_1254621202,0.02,0.08,0.36,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii26/1/27_1254621210,0.02,0.04,0.14,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii26/1/31_1254621214,0.02,0.03,0.26,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii3/1/15_1242562574,0.02,0.08,0.39,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii3/1/9_1242562568,0.02,0.05,0.14,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii4/1/10_1243086857,0.02,0.04,0.24,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii4/1/13_1243086860,0.02,0.05,0.3,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii4/1/15_1243086862,0.02,0.04,0.16,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii4/1/16_1243086863,0.02,0.03,0.24,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01CS02-01,AMRPSTLMO01CS02-01_ii4/1/9_1243086856,0.02,0.03,0.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01EG01,AMRPSTLMO01EG01_GE3/0/12_61:(6/8)_EXADATA_CC Controller 1,0.02,0.07,0.7,0.0,0.0,0.0,0.0
08-06-2023,MFP-RIS-ASA-HA05,MFP-RIS-ASA-HA05_PV_16_STATE Failover Interface,0.02,0.03,0.04,0.0,0.0,0.0,0.0
08-06-2023,MFP-RIS-ASA-HA05,MFP-RIS-ASA-HA05_PV_27,0.02,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,mfp-ris-asa-ha06,mfp-ris-asa-ha06_E_3,0.02,0.02,0.05,0.44,0.48,0.0,0.0
08-06-2023,mfp-ris-asa-ha09,mfp-ris-asa-ha09_PV_16_STATE Failover Interface,0.02,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,mfp-ris-asa-ha09,mfp-ris-asa-ha09_PV_19,0.02,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,MFP-RIS-ASA-SEC05,MFP-RIS-ASA-SEC05_PV_16_STATE Failover Interface,0.02,0.03,0.04,0.0,0.0,0.0,0.0
08-06-2023,MFP-RIS-ASA-SEC09,MFP-RIS-ASA-SEC09_PV_16_STATE Failover Interface,0.02,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPSTLMO01AS14-01,AMRPSTLMO01AS14-01_port-channel112_369098863_AS13-01fx112,0.02,0.53,6.41,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01LB10,AMRPLEXKY01LB10_1/mgmt_145,0.02,0.03,0.09,0.0,0.0,0.03,0.05
08-06-2023,AMRPLEXKY01LB08,AMRPLEXKY01LB08_1/mgmt_145,0.02,0.03,0.08,0.0,0.0,0.04,0.06
08-06-2023,AMRPLEXKY01AG01-01,AMRPLEXKY01AG01-01_mgmt0_83886080_AMRPLEXKY01AS06 Eth101/1/22,0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG02-01,AMRPLEXKY01AG02-01_mgmt0_83886080_AMRPLEXKY01AS06 Eth101/1/23,0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG03-01,AMRPLEXKY01AG03-01_E3/16_437263872_to AMRPLXTKY01AS13-01 e1/1-2,0.01,0.05,0.52,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG03-01,AMRPLEXKY01AG03-01_mgmt0_83886080,0.01,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG04-01,AMRPLEXKY01AG04-01_E4/16_437788160_to AMRPLXTKY01AS13-01 e1/1-2,0.01,0.07,0.59,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG04-01,AMRPLEXKY01AG04-01_ii1/1/13_1241513996,0.01,0.09,0.12,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG04-01,AMRPLEXKY01AG04-01_ii1/1/9_1241513992,0.01,0.03,0.05,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG04-01,AMRPLEXKY01AG04-01_ii2/1/13_1242038284,0.01,0.04,0.14,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG04-01,AMRPLEXKY01AG04-01_ii2/1/16_1242038287,0.01,0.13,0.42,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG04-01,AMRPLEXKY01AG04-01_ii22/1/15_1252524046,0.01,0.06,0.35,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG04-01,AMRPLEXKY01AG04-01_ii26/1/11_1254621194,0.01,0.02,0.11,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG04-01,AMRPLEXKY01AG04-01_mgmt0_83886080,0.01,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG05-01,AMRPLEXKY01AG05-01_E1/3_436208640_to amrplexky01ag06-01 e1/3-4,0.01,0.09,0.43,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG05-01,AMRPLEXKY01AG05-01_E1/51_436233216_AG05-01fx103,0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG05-01,AMRPLEXKY01AG05-01_E1/52_436233728_AG05-01fx103,0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG05-01,AMRPLEXKY01AG05-01_E101/1/6_526647616_LGZ2ESX3403XVP (Sys ID IBM0866),0.01,0.1,0.72,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG05-01,AMRPLEXKY01AG05-01_mgmt0_83886080,0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG05-01,AMRPLEXKY01AG05-01_port-channel103_369098854_AG05-01fx103,0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG06-01,AMRPLEXKY01AG06-01_E1/3_436208640_to amrplexky01ag05-01 e1/3-4,0.01,0.09,0.43,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG06-01,AMRPLEXKY01AG06-01_E1/48_436231680_Matrix 1 Port 18,0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG06-01,AMRPLEXKY01AG06-01_E104/1/30_526845760_laz2web2017xrp (Sys ID 10498),0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG06-01,AMRPLEXKY01AG06-01_E104/1/32_526845888_laz2web2018xrp (Sys ID 10499),0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG06-01,AMRPLEXKY01AG06-01_mgmt0_83886080,0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG06-01,AMRPLEXKY01AG06-01_port-channel430_369099181_laz2web2017xrp (Sys ID 10498),0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AG06-01,AMRPLEXKY01AG06-01_port-channel432_369099183_laz2web2018xrp (Sys ID 10499),0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E1/18_436216320_AS01-01fx111,0.01,0.06,0.07,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E101/1/10_526647872_laa2app2593xrp (Sys ID 2293822),0.01,0.01,0.05,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E101/1/11_526647936_laa2app2594xrp (Sys ID 2293823),0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E101/1/17_526648320_LGA2ESX3106XVP (Sys ID IBM0850),0.01,0.04,0.23,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E103/1/5_526778624_laa5dba2614xwp (Sys ID 2293735),0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E105/1/10_526910016_laa2dba2609xwp (Sys ID 2293736),0.01,0.02,0.05,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E105/1/9_526909952_laa2dba2609xwp (Sys ID 2293736),0.01,0.04,0.17,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/16_527041472_laa5dba2621xwp  (Sys ID 2327555),0.01,0.02,0.05,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/18_527041600_laa2dba2590xwp (Sys ID 2241720),0.01,0.02,0.13,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/21_527041792_laa2dba2619xwp (Sys ID 2327557),0.01,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/25_527042048_laa2dba2574xwp (Sys ID 1998030),0.01,0.01,0.04,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/26_527042112_laa2dba2574xwp (Sys ID 1998030),0.01,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/27_527042176_laa2dba2610xwp (Sys ID 2293737),0.01,0.03,0.3,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/28_527042240_laa2dba2610xwp (Sys ID 2293737),0.01,0.03,0.27,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/3_527040640_LGS2VIO2202PPP (Sys ID IBM0759),0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/31_527042432_laa2dba2575xwp (Sys ID 1998029),0.01,0.03,0.26,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/32_527042496_laa2dba2575xwp (Sys ID 1998029),0.01,0.03,0.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/37_527042816_laa5dba2511xwp (Sys ID 1998027),0.01,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/39_527042944_laa5dba2615xwp (Sys ID 2293740),0.01,0.02,0.04,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/40_527043008_laa5dba2615xwp (Sys ID 2293740),0.01,0.03,0.04,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/41_527043072_laa2web2517xrp (Sys ID 10504),0.01,0.08,0.21,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/43_527043200_laa2web2516xrp (Sys ID 10505),0.01,0.08,0.19,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/47_527043456_laa2dba2617xwp (Sys ID 2327552),0.01,0.03,0.14,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/48_527043520_laa2dba2617xwp (Sys ID 2327552),0.01,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/6_527040832_laa2dba2616xwp (Sys ID 2327551),0.01,0.04,0.15,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E107/1/7_527040896_laa2dba2616xwp (Sys ID 2327551),0.01,0.03,0.12,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E109/1/3_527171712_laa5dba2510xwp (Sys ID 1832328),0.01,0.02,0.12,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E109/1/30_527173440_laa2dba2572xwp (Sys ID 1832329),0.01,0.04,0.2,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E109/1/31_527173504_laa2dba2572xwp (Sys ID 1832329),0.01,0.04,0.19,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E109/1/33_527173632_laa2dba2573xwp (Sys ID 1832330),0.01,0.03,0.28,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/32_527304640_laa5dba2509xwp (Sys ID 11681),0.01,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/36_527304896_laa2dba2570xwp (Sys ID 11683),0.01,0.01,0.04,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/37_527304960_laa5dba2622xwp (Sys ID 2327560),0.01,0.02,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/38_527305024_laa5dba2622xwp (Sys ID 2327560),0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/39_527305088_laa2app2633xwp (Sys ID 2350516),0.01,0.06,0.11,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/40_527305152_laa2app2633xwp (Sys ID 2350516),0.01,0.06,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/41_527305216_laa2app2634xwp (Sys ID 2350517),0.01,0.06,0.14,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/42_527305280_laa2app2634xwp (Sys ID 2350517),0.01,0.06,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/43_527305344_laa2app2639xwp (Sys ID 2350518),0.01,0.06,0.12,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E111/1/44_527305408_laa2app2639xwp (Sys ID 2350518),0.01,0.06,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E113/1/26_527435328_LGA2ESX3104XVP (Sys ID IBM0848),0.01,0.02,0.15,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E113/1/6_527434048_laa2app2519xrp (Sys ID 11016),0.01,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_E113/1/8_527434176_laa2app2521xrp (Sys ID 11018),0.01,0.02,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_mgmt0_83886080,0.01,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1003_369099754_laa5dba2510xwp (Sys ID 1832328),0.01,0.01,0.07,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1030_369099781_laa2dba2572xwp (Sys ID 1832329),0.01,0.04,0.12,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1032_369099783_laa2dba2573xwp (Sys ID 1832330),0.01,0.02,0.11,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1237_369099988_laa5dba2622xwp (Sys ID 2327560),0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1239_369099990_laa2app2633xwp (Sys ID 2350516),0.01,0.06,0.08,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1241_369099992_laa2app2634xwp (Sys ID 2350517),0.01,0.06,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1243_369099994_laa2app2639xwp (Sys ID 2350518),0.01,0.06,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1406_369100157_laa2app2519xrp (Sys ID 11016),0.01,0.01,0.02,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel1408_369100159_laa2app2521xrp (Sys ID 11018),0.01,0.02,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel210_369098961_laa2app2593xrp (Sys ID 2293822),0.01,0.01,0.05,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel211_369098962_laa2app2594xrp (Sys ID 2293823),0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel404_369099155_laa5dba2614xwp (Sys ID 2293735),0.01,0.03,0.19,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel609_369099360_laa2dba2609xwp (Sys ID 2293736),0.01,0.02,0.09,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel803_369099554_LGS2VIO2202PPP (Sys ID IBM0759),0.01,0.01,0.01,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel806_369099557_laa2dba2616xwp (Sys ID 2327551),0.01,0.03,0.08,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel825_369099576_laa2dba2574xwp (Sys ID 1998030),0.01,0.01,0.03,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel827_369099578_laa2dba2610xwp (Sys ID 2293737),0.01,0.02,0.16,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel831_369099582_laa2dba2575xwp (Sys ID 1998029),0.01,0.03,0.18,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel839_369099590_laa5dba2615xwp (Sys ID 2293740),0.01,0.03,0.04,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS01-01,AMRPLEXKY01AS01-01_port-channel847_369099598_laa2dba2617xwp (Sys ID 2327552),0.01,0.02,0.07,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS02-01,AMRPLEXKY01AS02-01_E102/1/16_526713792_LGA2ESX3105XVP (Sys ID IBM0849),0.01,0.02,0.08,0.0,0.0,0.0,0.0
08-06-2023,AMRPLEXKY01AS02-01,AMRPLEXKY01AS02-01_E102/1/17_526713856_LGA2ESX3106XVP (Sys ID IBM0850),0.01,0.02,0.08,0.0,0.0,0.0,0.0
