Date,Device,Resource,Avg_Util_(%),Peak_Hourly_Avg_Util_(%),Peak_Util_(%),Avg_Discards_(%)
08-06-2023,MFP-RIS-ASA-HA08,MFP-RIS-ASA-HA08_PV_24,0.0,0.0,0.0,22.13
